categoria,oc_numero,posicion,centro,proveedor_id,proveedor_nombre,material,material_texto,solicitud_pedido,solicitud_posicion,fecha_solped,fecha_entrega_solped,fecha_pedido,cantidad_reparto,ump,ctd_entregada,fecha_entrega,ctd_pendiente,fecha_estadistica,comprador,grupo_compra,estatus,diferencia_dias,concatenar,fecha_llegada_gutis,fecha_lead_time_sap,fabricante,po_forwarder,incoterm,tipo_pago,zca_coa_sap,status_coa,cantidad_lotes,entrega_entrante,tipo_proveedor,temperatura,pais_origen,tipo_transporte,eta_cr,arribo_cr,recibo
PRODUCCION,4500018210,10,CR10,PROV-0012,Proveedor 0012,11000282,Dexketoprofeno trometamol,1000034297,10,2026-06-16,2026-11-21,2026-06-30,250000,G,0,2026-10-23,250000,2026-10-23,comprador-0001,A00,A Tiempo,56,450001821010,2026-10-23,,Fabricante 0034,N/A,CIF,CREDITO,ZCA640000000068,SI,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,CHINA,MARITIMO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018231,10,CR10,PROV-0025,Proveedor 0025,11000186,Valaciclovir clorhidrato,1000034239,10,2026-06-16,2026-10-13,2026-06-30,200000,G,0,2026-08-07,200000,2026-08-07,comprador-0001,A00,Atrasado,-21,450001823110,2026-08-07,,Fabricante 0035,N/A,EXW,CREDITO,ZCA640000000102,SI,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,INDIA,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018293,10,CR10,PROV-0026,Proveedor 0026,11000145,Tenoxicam,1000034246,10,2026-06-16,2026-10-07,2026-07-02,300000,G,0,2026-08-28,300000,2026-08-28,comprador-0001,A00,A Tiempo,0,450001829310,2026-08-28,,Fabricante 0036,N/A,CIP,CONTADO / SI,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,INDIA,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018308,10,CR10,PROV-0014,Proveedor 0014,11000081,Levomepromacina maleato,1000029433,10,2026-03-10,2026-08-24,2026-07-02,100000,G,0,2026-09-25,100000,2026-09-25,comprador-0001,A00,A Tiempo,28,450001830810,2026-09-25,,Fabricante 0037,N/A,CIP,CREDITO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,INDIA,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018603,10,CR10,PROV-0005,Proveedor 0005,11000058,Fluoxetina clorhidrato,1000035530,10,2026-07-16,2026-08-10,2026-07-16,600000,G,0,2026-08-28,600000,2026-07-31,comprador-0001,A00,A Tiempo,0,450001860310,,,Fabricante 0038,605,EXW,CREDITO,ZCA640000000144,SI,,PENDIENTE,INTERNACIONAL,Ambiente,INDIA,AEREO,PENDIENTE,PENDIENTE,693369
PRODUCCION,4500018732,10,CR10,PROV-0027,Proveedor 0027,11000383,Magnesio glicinato,1000035542,10,2026-07-17,2026-08-19,2026-07-24,30000,G,0,2026-09-18,30000,2026-08-14,comprador-0001,A00,A Tiempo,21,450001873210,2026-09-18,,Fabricante 0039,N/A,FOB,CONTADO / SI,ZCA640000000129,SI,1,PENDIENTE,INTERNACIONAL,Ambiente,CHINA,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018804,10,CR10,PROV-0028,Proveedor 0028,11000399,Crocus sativus extracto seco estigmas,1000035540,10,2026-07-17,2026-10-26,2026-07-28,3000,G,0,2026-09-11,3000,2026-09-11,comprador-0001,A00,A Tiempo,14,450001880410,2026-09-11,,Fabricante 0040,N/A,CPT,CREDITO,ZCA640000000131,SI,PENDIENTE,PENDIENTE,LOCAL,Ambiente,ESPAÑA,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018809,10,CR10,PROV-0015,Proveedor 0015,11000388,Rhodiola rosea extracto seco al 3%,1000035538,10,2026-07-17,2026-10-26,2026-07-28,5000,G,0,2026-08-21,5000,2026-08-21,comprador-0001,A00,Atrasado,-7,450001880910,,,Fabricante 0041,,EXW,,,,,,,,,,,,
PRODUCCION,4500018820,10,CR10,PROV-0005,Proveedor 0005,11000134,Tramadol clorhidrato,1000035842,10,2026-07-20,2026-11-17,2026-07-28,50000,G,0,2026-09-25,50000,2026-09-25,comprador-0001,A00,A Tiempo,28,450001882010,2026-09-25,,Fabricante 0042,609,CIF,CREDITO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,GUATEMALA,TERRESTRE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018825,10,CR10,PROV-0029,Proveedor 0029,11000242,Fentermina clorhidrato,1000035596,10,2026-07-20,2026-12-09,2026-07-28,10000,G,0,2026-12-09,10000,2026-12-09,comprador-0001,A00,A Tiempo,103,450001882510,2026-12-09,,Fabricante 0043,N/A,CIP,CREDITO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,SUIZA,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018867,10,CR10,PROV-0019,Proveedor 0019,11000058,Fluoxetina clorhidrato,1000035603,10,2026-07-20,2026-10-28,2026-07-29,1000000,G,0,2026-08-28,1000000,2026-08-28,comprador-0001,A00,A Tiempo,0,450001886710,2026-08-28,,Fabricante 0044,N/A,FCA,CONTADO / PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,INDIA,MARITIMO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018868,10,CR10,PROV-0030,Proveedor 0030,11000120,Rifampicina densidad de bulk 0.7 g/ml,1000035691,10,2026-07-20,2026-10-28,2026-07-29,25000,G,0,2026-09-25,25000,2026-09-25,comprador-0001,A00,A Tiempo,28,450001886810,,,Fabricante 0045,N/A,CIP,CREDITO,ZCA640000000169,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018882,10,CR10,PROV-0030,Proveedor 0030,11000035,Diclofenaco dietilamonio,1000035764,10,2026-07-20,2026-10-28,2026-07-29,5000,G,0,2026-10-28,5000,2026-10-28,comprador-0001,A00,A Tiempo,61,450001888210,2026-10-28,,Fabricante 0046,N/A,CIP,CREDITO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,INDIA,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018905,10,CR10,PROV-0031,Proveedor 0031,11000287,Escitalopram oxalato,1000035810,10,2026-07-20,2026-11-17,2026-07-30,10000,G,0,2026-08-28,10000,2026-08-28,comprador-0001,A00,A Tiempo,0,450001890510,2026-08-28,,Fabricante 0047,N/A,FCA,CONTADO / PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,INDIA,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500019030,10,CR10,PROV-0029,Proveedor 0029,11000097,Neostigmina bromuro,1000035669,10,2026-07-20,2026-10-28,2026-08-05,18000,G,0,2026-10-28,18000,2026-10-28,comprador-0001,A00,A Tiempo,61,450001903010,2026-10-28,,Fabricante 0048,N/A,CIP,CREDITO,ZCA640000000188,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,SUIZA,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500019073,10,CR10,PROV-0032,Proveedor 0032,11000146,Benzocaína,1000035853,10,2026-07-20,2026-11-19,2026-08-06,125000,G,0,2026-08-28,125000,2026-08-28,comprador-0001,A00,A Tiempo,0,450001907310,,,,,FCA,,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,,,,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016547,20,CR10,PROV-0033,Proveedor 0033,12000219,Trietil - glicerilo - twee 80 - agua,1000030937,10,2026-03-31,2026-10-12,2026-04-08,200000,G,0,2026-10-12,200000,2026-09-07,comprador-0002,A07,A Tiempo,45,450001654720,2026-10-12,2026-03-31,Fabricante 0049,N/A,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,ESTADOS UNIDOS,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016547,30,CR10,PROV-0033,Proveedor 0033,12000219,Trietil - glicerilo - twee 80 - agua,1000030938,10,2026-03-31,2027-01-02,2026-04-08,200000,G,0,2027-01-02,200000,2026-11-09,comprador-0002,A07,A Tiempo,127,450001654730,2027-01-02,2026-03-31,Fabricante 0049,N/A,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,ESTADOS UNIDOS,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500017265,10,CR10,PROV-0034,Proveedor 0034,12000177,Hidroxietilcelulosa,1000031318,10,2026-04-17,2026-09-17,2026-05-18,150000,G,0,2026-09-17,150000,2026-09-17,comprador-0002,A07,A Tiempo,20,450001726510,2026-08-26,,Fabricante 0050,N/A,CIF,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500017417,10,CR10,PROV-0035,Proveedor 0035,12000008,Alcohol industrial 95º,1000033036,10,2026-05-18,2026-06-09,2026-05-25,1297600,G,973200,2026-08-31,324400,2026-06-30,comprador-0002,A07,A Tiempo,3,450001741710,,,Fabricante 0051,,LOCAL,PENDIENTE,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500017490,40,CR10,PROV-0036,Proveedor 0036,12000077,Poliglicol 400,1000031764,10,2026-04-23,2027-02-06,2026-05-28,3961000,G,0,2027-02-06,3961000,2027-02-06,comprador-0002,A07,A Tiempo,162,450001749040,,,Fabricante 0052,N/A,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500017490,30,CR10,PROV-0036,Proveedor 0036,12000077,Poliglicol 400,1000031763,10,2026-04-23,2026-11-07,2026-05-28,4194000,G,0,2026-11-07,4194000,2026-11-07,comprador-0002,A07,A Tiempo,71,450001749030,,,Fabricante 0052,N/A,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500017490,20,CR10,PROV-0036,Proveedor 0036,12000077,Poliglicol 400,1000032704,10,2026-05-06,2026-09-16,2026-05-28,4085000,G,0,2026-09-16,4085000,2026-09-16,comprador-0002,A07,A Tiempo,19,450001749020,,,Fabricante 0052,N/A,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500017492,10,CR10,PROV-0023,Proveedor 0023,12000009,Almidón pregelatinizado,1000033112,10,2026-05-18,2026-09-07,2026-05-28,1000000,G,0,2026-09-07,1000000,2026-07-03,comprador-0002,A07,A Tiempo,10,450001749210,,,Fabricante 0053,N/A,FOB,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,CHINA,"AEREO
MARITIMO",PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500017492,20,CR10,PROV-0023,Proveedor 0023,12000009,Almidón pregelatinizado,1000033112,10,2026-05-18,2026-09-07,2026-05-28,5000000,G,0,2026-09-30,5000000,2026-09-30,comprador-0002,A07,A Tiempo,33,450001749220,,,,,FOB,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500017624,20,CR10,PROV-0037,Proveedor 0037,12000218,Cápsula gelatina #2 opaca,1000031765,10,2026-04-23,2026-11-03,2026-06-03,1575000,UN,0,2026-11-03,1575000,2026-09-01,comprador-0002,A07,A Tiempo,67,450001762420,,2026-09-11,Fabricante 0054,N/A,FOB,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500017774,10,CR10,PROV-0033,Proveedor 0033,12000142,Trietil Citrato,1000033037,10,2026-05-18,2026-08-26,2026-06-09,22000,G,0,2026-09-01,22000,2026-07-20,comprador-0002,A07,A Tiempo,4,450001777410,,,,,EXW,,,,,,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018122,10,CR10,PROV-0035,Proveedor 0035,12000008,Alcohol industrial 95º,1000034492,10,2026-06-17,2026-07-09,2026-06-25,811000,G,0,2026-08-28,811000,2026-07-09,comprador-0001,A07,A Tiempo,0,450001812210,,,,,LOCAL,,,,,,LOCAL,Ambiente,,,,,
PRODUCCION,4500018174,20,CR10,PROV-0037,Proveedor 0037,12000135,Cápsula gelatina #2 cuerpo y tapa blanca,1000034579,10,2026-06-18,2026-11-27,2026-06-29,20000000,UN,0,2026-11-27,20000000,2026-11-27,comprador-0002,A07,A Tiempo,91,450001817420,,,,,FOB,CREDITO,,PENDIENTE,,00:00:00,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018174,10,CR10,PROV-0037,Proveedor 0037,12000135,Cápsula gelatina #2 cuerpo y tapa blanca,1000034376,10,2026-06-17,2026-09-02,2026-06-29,10000000,UN,0,2026-09-02,10000000,2026-09-02,comprador-0002,A07,A Tiempo,5,450001817410,,,,,FOB,CREDITO,,PENDIENTE,,00:00:00,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018284,10,CR10,PROV-0038,Proveedor 0038,12000350,Butilparabeno,1000034320,10,2026-06-17,2026-09-28,2026-07-01,50000,G,0,2026-09-28,50000,2026-09-28,comprador-0002,A07,A Tiempo,31,450001828410,,,,,CIP,CREDITO,,,,,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018540,10,CR10,PROV-0005,Proveedor 0005,12000013,Celulosa microcristalina 200,1000034402,10,2026-06-17,2026-09-26,2026-07-13,1700000,G,0,2026-09-26,1700000,2026-08-31,comprador-0002,A07,A Tiempo,29,450001854010,,,,,CIF,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018702,10,CR10,PROV-0035,Proveedor 0035,12000008,Alcohol industrial 95º,1000036271,10,2026-07-20,2026-08-11,2026-07-22,2108600,G,0,2026-09-30,2108600,2026-08-11,comprador-0002,A07,A Tiempo,33,450001870210,,,,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500018702,20,CR10,PROV-0035,Proveedor 0035,12000008,Alcohol industrial 95º,1000036271,10,2026-07-20,2026-08-11,2026-07-22,811000,G,0,2026-08-27,811000,2026-08-11,comprador-0002,A07,Atrasado,-1,450001870220,,,,,LOCAL,C,,,,,LOCAL,Ambiente,,,,,
PRODUCCION,4500019314,10,CR10,PROV-0035,Proveedor 0035,12000008,Alcohol industrial 95º,1000039727,10,2026-08-21,2026-09-12,2026-08-26,2270800,G,0,2026-09-12,2270800,2026-09-12,comprador-0002,A07,A Tiempo,15,450001931410,,,,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500019316,10,CR10,PROV-0039,Proveedor 0039,12000253,Saborante tuti fruti a-6577,1000039852,10,2026-08-24,2026-10-19,2026-08-26,10000,G,0,2026-10-19,10000,2026-10-19,comprador-0002,A07,A Tiempo,52,450001931610,,,,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500015762,10,CR10,PROV-0015,Proveedor 0015,12000165,Disodio tetraborato decahidratado,1000029169,10,2026-02-25,2026-11-10,2026-02-26,3000,G,0,2026-11-10,3000,2026-04-25,comprador-0002,A07,A Tiempo,74,450001576210,,2026-06-05,Fabricante 0055,N/A,EXW,CREDITO,,SI,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,SUIZA,MARITIMO,,SI,
PRODUCCION,4500015946,10,CR10,PROV-0034,Proveedor 0034,12000012,Celulosa microcristalina 102,1000028653,10,2026-02-18,2026-06-12,2026-03-05,4000000,G,0,2026-08-31,4000000,2026-05-11,comprador-0002,A07,A Tiempo,3,450001594610,,,,,CIF,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500015969,10,CR10,PROV-0040,Proveedor 0040,12000189,Ascorbilo palmitato,1000028539,10,2026-02-18,2026-09-05,2026-03-05,500,G,0,2026-09-05,500,2026-04-30,comprador-0002,A07,A Tiempo,8,450001596910,,2026-05-29,Fabricante 0056,N/A,FOB,CONTADO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,ESTADOS UNIDOS,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016500,20,CR10,PROV-0041,Proveedor 0041,12000035,Mono y diglicéridos,1000030916,10,2026-03-30,2026-12-04,2026-04-06,375000,G,0,2026-12-04,375000,2026-10-30,comprador-0002,A07,A Tiempo,98,450001650020,,2026-07-08,Fabricante 0057,N/A,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500016504,20,CR10,PROV-0039,Proveedor 0039,12000314,Saborante naranja b-14590,1000030918,10,2026-03-30,2026-11-03,2026-04-06,150000,G,0,2026-11-03,150000,2026-09-30,comprador-0002,A07,A Tiempo,67,450001650420,,2026-03-30,Fabricante 0058,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500016505,20,CR10,PROV-0039,Proveedor 0039,12000246,Saborante kola a-306,1000030919,10,2026-03-30,2026-11-03,2026-04-06,10000,G,0,2026-11-03,10000,2026-09-30,comprador-0002,A07,A Tiempo,67,450001650520,,2026-03-30,Fabricante 0058,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500016506,30,CR10,PROV-0039,Proveedor 0039,12000248,Saborante frambuesa a-0237,1000030921,10,2026-03-30,2027-02-25,2026-04-06,10000,G,0,2027-02-22,10000,2027-01-11,comprador-0002,A07,A Tiempo,178,450001650630,,2026-03-30,Fabricante 0058,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500016506,20,CR10,PROV-0039,Proveedor 0039,12000248,Saborante frambuesa a-0237,1000030920,10,2026-03-30,2026-11-03,2026-04-06,10000,G,0,2026-11-03,10000,2026-10-30,comprador-0002,A07,A Tiempo,67,450001650620,,2026-03-30,Fabricante 0058,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500016508,20,CR10,PROV-0039,Proveedor 0039,12000220,Colorante amarillo fd&c #5 gt 107,1000030923,10,2026-03-30,2026-11-14,2026-04-06,20000,G,0,2026-11-14,20000,2026-09-30,comprador-0002,A07,A Tiempo,78,450001650820,,2026-03-30,Fabricante 0058,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500016538,30,CR10,PROV-0041,Proveedor 0041,12000081,Propilenglicol,1000030927,10,2026-03-30,2026-11-01,2026-04-07,3060000,G,0,2026-11-01,3060000,2026-12-11,comprador-0002,A07,A Tiempo,65,450001653830,,2026-07-08,Fabricante 0057,PRODUCTIVO,LOCAL,CREDITO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,N/A,N/A,N/A,N/A
PRODUCCION,4500016541,30,CR10,PROV-0033,Proveedor 0033,12000148,Eudragit l30d-55,1000030929,10,2026-03-30,2026-12-26,2026-04-07,300000,G,0,2026-12-26,300000,2026-11-09,comprador-0002,A07,A Tiempo,120,450001654130,,2026-07-08,Fabricante 0059,N/A,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,ALEMANIA,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016541,20,CR10,PROV-0033,Proveedor 0033,12000148,Eudragit l30d-55,1000030928,10,2026-03-30,2026-10-12,2026-04-07,500000,G,0,2026-10-12,500000,2026-09-11,comprador-0002,A07,A Tiempo,45,450001654120,,2026-07-08,Fabricante 0059,N/A,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,ALEMANIA,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016562,30,CR10,PROV-0005,Proveedor 0005,12000098,Sorbitol 70%,1000030941,10,2026-03-31,2027-02-02,2026-04-08,11070000,G,0,2027-02-02,11070000,2027-01-15,comprador-0002,A07,A Tiempo,158,450001656230,,2026-03-31,Fabricante 0060,,CIF,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,GUATEMALA,TERRESTRE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016562,20,CR10,PROV-0005,Proveedor 0005,12000098,Sorbitol 70%,1000030940,10,2026-03-31,2026-11-21,2026-04-08,12150000,G,0,2026-11-21,12150000,2026-10-09,comprador-0002,A07,A Tiempo,85,450001656220,,2026-03-31,Fabricante 0060,,CIF,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,GUATEMALA,TERRESTRE,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016567,20,CR10,PROV-0042,Proveedor 0042,12000101,Tartárico ácido,1000030943,10,2026-03-31,2026-11-15,2026-04-08,1000000,G,0,2027-02-15,1000000,2026-12-08,comprador-0002,A07,A Tiempo,171,450001656720,,2026-03-31,Fabricante 0061,,CIF,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,ITALIA,MARITIMO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016567,10,CR10,PROV-0042,Proveedor 0042,12000101,Tartárico ácido,1000030942,10,2026-03-31,2026-11-14,2026-04-08,1100000,G,0,2026-10-14,1100000,2026-06-19,comprador-0002,A07,A Tiempo,47,450001656710,,2026-03-31,Fabricante 0061,,CIF,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,ITALIA,MARITIMO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016608,10,CR10,PROV-0015,Proveedor 0015,12000063,Magnesio estearato,1000029733,10,2026-03-16,2026-10-01,2026-04-09,750000,G,580000,2026-10-01,170000,2026-05-22,comprador-0002,A07,A Tiempo,34,450001660810,,2026-03-16,Fabricante 0062,,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,SUIZA,MARITIMO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500016608,20,CR10,PROV-0015,Proveedor 0015,12000063,Magnesio estearato,1000030945,10,2026-03-31,2026-12-02,2026-04-09,750000,G,0,2026-12-02,750000,2026-11-20,comprador-0002,A07,A Tiempo,96,450001660820,,2026-03-31,Fabricante 0062,,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,SUIZA,MARITIMO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500017237,50,CR10,PROV-0039,Proveedor 0039,12000240,Saborante naranja piña a-0509,1000031767,10,2026-04-23,2026-12-09,2026-05-18,200000,G,0,2026-12-09,200000,2026-11-23,comprador-0002,A07,A Tiempo,103,450001723750,,,Fabricante 0058,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500017262,10,CR10,PROV-0033,Proveedor 0033,12000070,Tricocoato de glicerilo,1000031307,10,2026-04-17,2026-09-15,2026-05-18,250000,G,0,2026-09-15,250000,2026-08-15,comprador-0002,A07,A Tiempo,18,450001726210,,,Fabricante 0063,N/A,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,USA,,,,
PRODUCCION,4500017285,20,CR10,PROV-0005,Proveedor 0005,12000049,Goma xantán,1000031766,10,2026-04-23,2027-01-07,2026-05-19,260000,G,0,2027-01-07,260000,2027-01-07,comprador-0002,A07,A Tiempo,132,450001728520,,,,,CIF,CREDITO,,,,,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500017594,40,CR10,PROV-0041,Proveedor 0041,12000057,Lactosa de compresión directa dcl 21,1000033648,10,2026-05-27,2027-08-18,2026-06-02,3000000,G,0,2027-07-18,3000000,2027-07-18,comprador-0002,A07,A Tiempo,324,450001759440,,2026-09-10,,N/A,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500017594,30,CR10,PROV-0041,Proveedor 0041,12000057,Lactosa de compresión directa dcl 21,1000033647,10,2026-05-27,2027-01-17,2026-06-02,3000000,G,0,2027-04-17,3000000,2027-03-17,comprador-0002,A07,A Tiempo,232,450001759430,,2026-09-10,,N/A,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500017594,20,CR10,PROV-0041,Proveedor 0041,12000057,Lactosa de compresión directa dcl 21,1000033646,10,2026-05-27,2026-11-16,2026-06-02,3000000,G,0,2027-11-16,3000000,2026-11-30,comprador-0002,A07,A Tiempo,445,450001759420,,2026-09-10,,N/A,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500018112,10,CR10,PROV-0005,Proveedor 0005,12000353,Sodio benzoato,1000033092,10,2026-05-18,2026-09-26,2026-06-24,50000,G,0,2026-09-26,50000,2026-08-28,comprador-0001,A07,A Tiempo,29,450001811210,,,,,CIF,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018209,10,CR10,PROV-0043,Proveedor 0043,12000055,Láctico ácido,1000034337,10,2026-06-17,2026-09-07,2026-06-30,5000,G,0,2026-09-07,5000,2026-08-03,comprador-0002,A07,A Tiempo,10,450001820910,,,,,LOCAL,CREDITO,,,,,LOCAL,Ambiente,,,,,
PRODUCCION,4500018255,10,CR10,PROV-0044,Proveedor 0044,12000047,Glicerina,1000034382,10,2026-06-17,2026-09-25,2026-07-01,8100000,G,0,2026-09-25,8100000,2026-09-07,comprador-0002,A07,A Tiempo,28,450001825510,,,,,LOCAL,CREDITO,,LOCAL,LOCAL,LOCAL,LOCAL,Ambiente,,,,,
PRODUCCION,4500018259,40,CR10,PROV-0045,Proveedor 0045,12000012,Celulosa microcristalina 102,1000034493,10,2026-06-17,2026-10-12,2026-07-01,2000000,G,0,2026-10-12,2000000,2026-10-12,comprador-0002,A07,A Tiempo,45,450001825940,,,,,FCA,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
